"","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","obs_number"
"10884","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,44186.25,6084
"10885","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,40678.3333333333,6085
"10889","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30045,6086
"10890","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,13,2031,29950,6087
"10891","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,33270,6088
"10897","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,33000,6089
"10902","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,29950,6090
"10915","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33000,6091
"10919","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33450,6092
"10920","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,44676.25,6093
"10921","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,41181.6666666667,6094
"10922","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,37894.1666666667,6095
"10923","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30925,6096
"10924","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,41181.6666666667,6097
"10925","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,37894.1666666667,6098
"10928","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,33744,6099
"10929","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,33975,6100
"10930","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,44676.25,6101
"10931","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,30400,6102
"10937","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,34150,6103
"10938","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,13,2031,30400,6104
"10939","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,33744,6105
"10948","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,14,2031,37200,6106
"10965","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,33450,6107
"10969","GMC","Typhoon",1992,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,14,549,5895,6108
"10970","GMC","Typhoon",1993,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,13,549,6890,6109
"10971","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,26875,6110
"10975","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,1385,19250,6111
"10977","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",23,16,1385,21150,6112
"10979","Chevrolet","Uplander",2006,"regular unleaded",196,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,1385,33250,6113
"10980","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,20205,6114
"10981","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,22105,6115
"10982","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,28271.25,6116
"10988","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,21540,6117
"10990","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,26790,6118
"10991","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,23080,6119
"10994","Aston Martin","V12 Vanquish",2004,"premium unleaded (required)",460,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",18,11,259,234260,6120
"10995","Aston Martin","V12 Vanquish",2005,"premium unleaded (required)",460,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",16,10,259,234260,6121
"10996","Aston Martin","V12 Vanquish",2005,"premium unleaded (required)",520,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",16,10,259,255000,6122
"10997","Aston Martin","V12 Vanquish",2006,"premium unleaded (required)",520,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",16,10,259,260000,6123
"10998","Aston Martin","V12 Vantage S",2015,"premium unleaded (required)",565,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",18,12,259,182395,6124
"10999","Aston Martin","V12 Vantage S",2016,"premium unleaded (required)",565,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",18,12,259,198195,6125
"11000","Aston Martin","V12 Vantage S",2016,"premium unleaded (required)",565,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",18,12,259,183695,6126
"11001","Aston Martin","V12 Vantage",2011,"premium unleaded (required)",510,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",17,11,259,186265,6127
"11003","Aston Martin","V12 Vantage",2012,"premium unleaded (required)",510,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",17,11,259,188215,6128
"11007","Volvo","V40",2002,"premium unleaded (required)",160,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,24900,6129
"11008","Volvo","V40",2003,"premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,24900,6130
"11009","Volvo","V40",2004,"premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,27772.5,6131
"11011","Volvo","V50",2009,"premium unleaded (recommended)",168,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",31,20,870,29800,6132
"11012","Volvo","V50",2009,"premium unleaded (recommended)",227,5,"AUTOMATIC","all wheel drive",4,"Luxury","Compact","Wagon",26,18,870,35500,6133
"11013","Volvo","V50",2010,"premium unleaded (recommended)",227,5,"MANUAL","all wheel drive",4,"Luxury","Compact","Wagon",26,20,870,33050,6134
"11014","Volvo","V50",2010,"premium unleaded (recommended)",168,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,21,870,28700,6135
"11015","Volvo","V50",2011,"regular unleaded",227,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,21,870,30925,6136
"11017","Volvo","V60 Cross Country",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,42825,6137
"11019","Volvo","V60 Cross Country",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,43025,6138
"11021","Volvo","V60 Cross Country",2017,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",30,22,870,43525,6139
"11023","Volvo","V60",2015,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",28,19,870,45275,6140
"11024","Volvo","V60",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,37350,6141
"11025","Volvo","V60",2015,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",37,25,870,35850,6142
"11029","Volvo","V60",2016,"regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,22,870,47750,6143
"11030","Volvo","V60",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,40256.6666666667,6144
"11031","Volvo","V60",2016,"regular unleaded",345,6,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Wagon",27,18,870,61300,6145
"11034","Volvo","V60",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",29,25,870,38666.6666666667,6146
"11036","Volvo","V60",2016,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",27,18,870,47500,6147
"11040","Volvo","V60",2017,"regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,23,870,48950,6148
"11041","Volvo","V60",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Wagon",36,25,870,38666.6666666667,6149
"11044","Volvo","V70",2008,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,32465,6150
"11045","Volvo","V70",2009,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",25,16,870,32900,6151
"11046","Volvo","V70",2010,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",27,18,870,35775,6152
"11048","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,145200,6153
"11049","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,131200,6154
"11050","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,130700,6155
"11051","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,122400,6156
"11052","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,116700,6157
"11053","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,136900,6158
"11054","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,136400,6159
"11055","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,150900,6160
"11056","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,130896.666666667,6161
"11057","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,116396.666666667,6162
"11060","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,122096.666666667,6163
"11061","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,136596.666666667,6164
"11068","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,134130,6165
"11069","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,119630,6166
"11071","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,125330,6167
"11073","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,139830,6168
"11080","Audi","V8",1992,"regular unleaded",276,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",18,13,3105,2000,6169
"11081","Audi","V8",1993,"regular unleaded",276,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",18,13,3105,2149,6170
"11082","Audi","V8",1994,"regular unleaded",276,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",18,13,3105,2239,6171
"11083","Volvo","V90",1998,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,16,870,2200,6172
"11084","Volkswagen","Vanagon",1990,"regular unleaded",90,4,"MANUAL","four wheel drive",3,"N/A","Large","Passenger Minivan",15,14,873,2000,6173
"11085","Volkswagen","Vanagon",1990,"regular unleaded",90,4,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",16,15,873,2000,6174
"11087","Volkswagen","Vanagon",1990,"regular unleaded",90,4,"MANUAL","rear wheel drive",3,"N/A","Large","Passenger Minivan",18,16,873,2000,6175
"11091","Volkswagen","Vanagon",1991,"regular unleaded",90,4,"MANUAL","rear wheel drive",3,"N/A","Large","Passenger Minivan",18,16,873,2000,6176
"11095","GMC","Vandura",1994,"regular unleaded",200,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",20,15,549,2000,6177
"11096","GMC","Vandura",1994,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",20,15,549,2000,6178
"11097","GMC","Vandura",1994,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Cargo Van",20,15,549,2000,6179
"11099","GMC","Vandura",1994,"regular unleaded",200,8,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Cargo Van",16,12,549,2000,6180
"11101","GMC","Vandura",1995,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",20,15,549,2000,6181
"11102","GMC","Vandura",1995,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",15,13,549,2000,6182
"11103","GMC","Vandura",1995,"regular unleaded",165,6,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Cargo Van",20,15,549,2000,6183
"11106","Nissan","Van",1990,"regular unleaded",106,4,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Minivan",19,15,2009,2000,6184
"11107","Nissan","Van",1990,"regular unleaded",106,4,"MANUAL","rear wheel drive",3,"N/A","Compact","Passenger Minivan",20,16,2009,2000,6185
"11108","Aston Martin","Vanquish",2014,"premium unleaded (required)",565,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",19,13,259,296295,6186
"11109","Aston Martin","Vanquish",2014,"premium unleaded (required)",565,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",19,13,259,278295,6187
"11110","Aston Martin","Vanquish",2015,"premium unleaded (required)",568,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",21,13,259,301695,6188
"11111","Aston Martin","Vanquish",2015,"premium unleaded (required)",568,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",21,13,259,283695,6189
"11112","Aston Martin","Vanquish",2016,"premium unleaded (required)",568,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",21,13,259,295172.5,6190
"11113","Aston Martin","Vanquish",2016,"premium unleaded (required)",568,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",21,13,259,313172.5,6191
"11116","Mitsubishi","Vanwagon",1990,"regular unleaded",107,4,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Passenger Minivan",19,16,436,2000,6192
"11117","Mitsubishi","Vanwagon",1990,"regular unleaded",107,4,"AUTOMATIC","rear wheel drive",3,"N/A","Compact","Cargo Minivan",20,18,436,2000,6193
"11118","Hyundai","Veloster",2014,"regular unleaded",201,4,"AUTOMATIC","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",31,24,1439,23300,6194
"11119","Hyundai","Veloster",2014,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,20350,6195
"11122","Hyundai","Veloster",2014,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,21800,6196
"11124","Hyundai","Veloster",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,17800,6197
"11131","Hyundai","Veloster",2015,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,27,1439,20600,6198
"11132","Hyundai","Veloster",2015,"regular unleaded",201,4,"AUTOMATIC","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",31,24,1439,23600,6199
"11135","Hyundai","Veloster",2015,"regular unleaded",138,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,26,1439,18000,6200
"11136","Hyundai","Veloster",2015,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,24,1439,22100,6201
"11138","Hyundai","Veloster",2016,"regular unleaded",132,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",36,28,1439,19100,6202
"11139","Hyundai","Veloster",2016,"regular unleaded",132,4,"MANUAL","front wheel drive",3,"Hatchback","Compact","2dr Hatchback",35,27,1439,18000,6203
"11140","Hyundai","Veloster",2016,"regular unleaded",201,4,"MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,25,1439,22716.6666666667,6204
"11144","Hyundai","Veloster",2016,"regular unleaded",201,4,"AUTOMATED_MANUAL","front wheel drive",3,"Hatchback,Performance","Compact","2dr Hatchback",33,27,1439,23800,6205
"11148","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,31773.3333333333,6206
"11150","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,28270,6207
"11152","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,22440,6208
"11154","Chevrolet","Venture",2003,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,22998.3333333333,6209
"11160","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,26825,6210
"11161","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,1385,33625,6211
"11163","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,22600,6212
"11164","Chevrolet","Venture",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,17,1385,21475,6213
"11166","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,17,1385,26986.6666666667,6214
"11167","Chevrolet","Venture",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",24,17,1385,23165,6215
"11170","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,29680,6216
"11171","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,34973.3333333333,6217
"11173","Toyota","Venza",2013,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,33523.3333333333,6218
"11177","Toyota","Venza",2013,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,31130,6219
"11180","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,33840,6220
"11181","Toyota","Venza",2014,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,35290,6221
"11182","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,31330,6222
"11186","Toyota","Venza",2014,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,29880,6223
"11190","Toyota","Venza",2015,"regular unleaded",268,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","Wagon",25,18,2031,37770,6224
"11191","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,32037.5,6225
"11193","Toyota","Venza",2015,"regular unleaded",181,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","Wagon",26,20,2031,30587.5,6226
"11195","Toyota","Venza",2015,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Performance","Midsize","Wagon",26,19,2031,34150,6227
"11197","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,1439,32970,6228
"11198","Hyundai","Veracruz",2010,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",23,17,1439,31170,6229
"11201","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,31370,6230
"11203","Hyundai","Veracruz",2011,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,33170,6231
"11205","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,1439,33220,6232
"11207","Hyundai","Veracruz",2012,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,17,1439,31420,6233
"11209","Buick","Verano",2015,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,24128.75,6234
"11210","Buick","Verano",2015,"premium unleaded (recommended)",250,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,155,29215,6235
"11214","Buick","Verano",2016,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",32,21,155,23918,6236
"11219","Buick","Verano",2016,"premium unleaded (recommended)",250,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,155,28670,6237
"11220","Buick","Verano",2017,"regular unleaded",180,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,21,155,23911.6666666667,6238
"11223","Suzuki","Verona",2005,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,18,481,19624,6239
"11227","Suzuki","Verona",2006,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,481,19299,6240
"11229","Nissan","Versa Note",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,17306.6666666667,6241
"11234","Nissan","Versa Note",2015,"regular unleaded",109,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,27,2009,14180,6242
"11236","Nissan","Versa Note",2016,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,31,2009,17137.5,6243
"11237","Nissan","Versa Note",2016,"regular unleaded",109,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,27,2009,14230,6244
"11241","Nissan","Versa Note",2017,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",39,31,2009,17137.5,6245
"11245","Nissan","Versa",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",40,31,2009,16000,6246
"11248","Nissan","Versa",2015,"regular unleaded",109,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,27,2009,11990,6247
"11250","Nissan","Versa",2015,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",35,26,2009,13490,6248
"11251","Nissan","Versa",2016,"regular unleaded",109,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",40,31,2009,15586.6666666667,6249
